"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2";"env";"site"
"21263";0;1;4;4;4;3;2;1;1;0;-0,0102840777298187;-0,0316172140443039;40,7633251044899;264
"21264";0;0;0;0;0;1;1;9;1;8;0,0337120975912954;0,0043279786640321;80,9246467892081;265
"21265";2;3;10;3;1;1;0;0;0;0;-0,0367071533476142;0,0129145491979451;16,6433730395511;266
"21266";2;2;5;4;3;3;0;1;0;0;-0,0199637236223654;-0,0210629205870256;31,9273894885555;267
"21267";0;0;3;3;6;2;3;2;1;0;-0,000510027138892872;-0,035517780291147;49,6854367898777;268
"21268";0;1;9;3;3;1;2;1;0;0;-0,00407962458867985;-0,0348802542982218;46,4269773801789;269
"21269";1;4;7;4;2;2;0;0;0;0;-0,0358277010859772;0,0106341057131139;17,4461693037301;270
"21270";1;3;8;4;2;2;0;0;0;0;-0,0233722170012001;-0,0157611945507156;28,8159917807207;271
"21271";0;0;0;0;0;0;0;8;0;12;0,0397240784558039;0,0199233195217703;86,412603314966;272
"21272";0;0;0;0;0;0;0;11;1;8;0,0457891466051839;0,038259238290844;91,9490198604763;273
"21273";0;4;10;2;3;0;1;0;0;0;-0,0305274092079373;-0,00194576730475677;22,2844700329006;274
"21274";2;2;2;3;4;2;3;2;0;0;-0,00498122290458146;-0,0345759806561705;45,603965385817;275
"21275";4;4;10;2;0;0;0;0;0;0;-0,0464867441058803;0,0419774920379273;7,71620408631861;276
"21276";3;2;8;3;3;1;0;0;0;0;-0,0196608476822846;-0,0214940833704136;32,2038657497615;277
"21277";7;2;8;3;0;0;0;0;0;0;-0,0492115238590034;0,0512857139532792;5,22892524022609;278
"21278";2;5;7;4;1;1;0;0;0;0;-0,0312373517796433;-0,000376572373584193;21,6364084277302;279
"21279";0;2;10;5;3;0;0;0;0;0;-0,0264111318280839;-0,0103380874982812;26,0419589234516;280
"21280";1;1;8;3;2;3;1;1;0;0;-0,011034548678364;-0,0310370535983862;40,0782677112147;281
"21281";5;4;8;3;0;0;0;0;0;0;-0,0538844349423764;0,0684774183356054;0,963320699520409;282
"21282";1;3;4;5;5;2;0;0;0;0;-0,0255913132667791;-0,0118657449905174;26,7903193598613;283
"21283";5;2;9;2;2;0;0;0;0;0;-0,0486114387848459;0,0491904339594637;5,77670489437878;284
"21284";0;1;1;3;6;5;3;1;0;0;0,00185081487738729;-0,0354419053856059;51,8404999282211;285
"21285";0;0;0;1;1;0;0;10;2;6;0,0219884792076309;-0,0186949843734599;70,2228981535882;286
"21286";1;2;8;4;1;3;1;0;0;0;-0,0280977339894852;-0,00704503937674238;24,5023666415364;287
"21287";0;0;0;0;0;0;0;9;0;11;0,0418875715483944;0,0261640420758355;88,38751912117;288
"21288";0;0;0;0;0;0;0;12;0;8;0,0375650711520892;0,0140271594902021;84,4417823012918;289
"21289";3;5;11;0;1;0;0;0;0;0;-0,0383937907841961;0,017441843082616;15,1037485571578;290
"21290";0;0;0;0;1;0;0;9;0;10;0,0274904187096969;-0,00910662563142239;75,2452702261508;291
"21291";0;0;0;0;0;2;0;8;0;10;0,044761963825597;0,0349699713070417;91,0113697638735;292
"21292";0;0;0;0;0;0;1;9;0;10;0,0393501542209548;0,0188784287723318;86,0712715657428;293
"21293";0;0;0;0;0;0;0;8;0;12;0,0491066404755984;0,0493947696926046;94,9773498810828;294
"21294";0;0;0;1;2;3;3;6;0;5;0,0247900336696948;-0,0140814814047451;72,7802597684786;295
"21295";0;1;4;3;5;4;2;1;0;0;-0,00235011380470156;-0,0353022310679976;48,0057382257655;296
"21296";0;0;0;0;0;0;0;12;1;7;0,0204314100855917;-0,0210179477865219;68,8015483785421;297
"21297";0;1;2;0;7;5;2;1;1;1;-0,00064100439465194;-0,0355103921637933;49,5658759493381;298
"21298";4;3;10;2;1;0;0;0;0;0;-0,047764543117329;0,046276926647803;6,54978230595589;299
"21299";4;1;5;3;4;2;1;0;0;0;-0,0270915303775121;-0,0090339544222087;25,4208661848679;300
"21300";4;3;10;2;1;0;0;0;0;0;-0,0486283739578018;0,0492492145230936;5,76124584767967;301
"21301";2;2;6;4;2;3;1;0;0;0;-0,0190528608401373;-0,0223399115628233;32,7588584274054;302
"21302";0;1;4;3;6;1;4;0;1;0;-0,00354784815460849;-0,0350326335657312;46,9124024035409;303
"21303";3;6;9;2;0;0;0;0;0;0;-0,0531754095763791;0,0657690334582731;1,6105450456962;304
"21304";0;0;5;4;3;1;3;4;0;0;-0,00703107089405881;-0,0336692059394752;43,7327889958397;305
"21305";0;0;0;0;0;0;0;11;0;9;0,0404587622689055;0,0220052561778674;87,0832496322691;306
"21306";0;4;4;2;3;3;3;1;0;0;-0,00589742440557679;-0,0342075962984227;44,7676230687648;307
"21307";0;0;0;0;1;0;0;8;0;11;0,0420799925319024;0,026735200629048;88,5631680488586;308
"21308";1;0;3;7;6;3;0;0;0;0;-0,0116618413233387;-0,0305214061423777;39,5056519890204;309
"21309";3;4;12;0;0;0;1;0;0;0;-0,0539442756771562;0,0687076371209515;0,908695883117616;310
"21310";0;1;1;4;4;4;5;1;0;0;0,00634240709429315;-0,0342038442375238;55,9405899606645;311
"21311";2;3;10;2;1;2;0;0;0;0;-0,0339654627800293;0,00598670148788915;19,1460886970162;312
"21312";0;0;0;0;0;0;0;10;1;9;0,0424233028071804;0,0277607758764494;88,8765542535111;313
"21313";2;1;9;5;1;1;1;0;0;0;-0,0308550331485771;-0,00122606700743223;21,9854028895497;314
"21314";3;6;9;1;1;0;0;0;0;0;-0,0442129810792479;0,0346138775483675;9,79177833069116;315
"21315";3;2;3;5;6;0;1;0;0;0;-0,03626374343453;0,011757904789292;17,0481338631362;316
"21316";0;1;0;0;3;7;5;1;2;1;0,00441800052930163;-0,0349098406362626;54,1839211015031;317
"21317";0;2;0;1;1;5;2;4;2;3;0,0118380604214392;-0,0307386380793895;60,9572237823159;318
"21318";2;3;7;0;6;1;0;1;0;0;-0,0252162622411461;-0,01254869402147;27,132679685019;319
"21319";3;3;6;6;2;0;0;0;0;0;-0,0414383577254684;0,0261259706078245;12,3245562426746;320
"21320";0;1;0;3;3;2;7;3;1;0;0,00516999726331654;-0,0346652890663015;54,8703712876886;321
"21321";0;0;0;0;0;0;0;9;0;11;0,049146248407432;0,0495324430562807;95,0135054532439;322
"21322";3;0;2;4;7;1;3;0;0;0;-0,0142066139467906;-0,0281427061637024;37,182690249756;323
"21323";0;3;7;3;2;1;2;1;1;0;-0,0100188255117915;-0,0318126964879847;41,005457052961;324
"21324";2;2;5;4;5;2;0;0;0;0;-0,0168093714428265;-0,0252337164801657;34,806797793135;325
"21325";0;0;1;0;0;1;0;8;1;9;0,0352232017246381;0,00800616526189009;82,304038037546;326
"21326";0;3;11;2;2;1;1;0;0;0;-0,0236682939626687;-0,0152616868814611;28,545721876435;327
"21327";1;2;3;8;4;2;0;0;0;0;-0,0231591286898168;-0,0161168376862735;29,0105066029355;328
"21328";0;0;0;0;0;0;0;8;0;12;0,0534379256161787;0,0651104407874099;98,9311057375744;329
"21329";1;4;11;3;0;0;1;0;0;0;-0,0375989251663832;0,0152830660380353;15,8293310320005;330
"21330";0;0;0;0;0;0;0;10;0;10;0,0486773444096902;0,047909730967901;94,5854726945981;331
"21331";0;0;5;2;3;3;3;2;1;1;-0,00298926258326767;-0,0351710520044384;47,4222997901961;332
"21332";4;4;11;1;0;0;0;0;0;0;-0,0404011832190887;0,0230936162427722;13,2713271537796;333
"21333";0;1;4;1;7;3;1;2;0;1;-0,00282769988395486;-0,0352069530541687;47,5697801448405;334
"21334";2;2;12;3;1;0;0;0;0;0;-0,0417463351249309;0,0270411156924159;12,043423182331;335
"21335";6;2;8;0;4;0;0;0;0;0;-0,0442099396087941;0,0346042737757511;9,79455469641834;336
"21336";0;0;0;0;0;0;0;9;0;11;0,0520013868635989;0,0597503225988784;97,6197805022821;337
"21337";3;3;8;6;0;0;0;0;0;0;-0,0335193869764151;0,00491006387758815;19,5532830432057;338
"21338";0;0;0;1;1;5;2;4;4;3;0,0104206018176571;-0,0318378122671778;59,6633156063035;339
"21339";0;2;3;3;4;3;4;1;0;0;0,00242979570115037;-0,035362813523361;52,369014848955;340
"21340";0;0;0;0;0;0;5;9;2;4;0,0202411164530884;-0,0212900276420343;68,6278413748369;341
"21341";0;0;0;0;0;1;0;9;0;10;0,0299044559789176;-0,0042205729095175;77,448891941458;342
"21342";2;4;9;2;1;2;0;0;0;0;-0,046057889273052;0,0405605242911845;8,10767849907279;343
"21343";0;0;0;0;0;0;0;9;0;11;0,0539907236858145;0,067212159091574;99,4357200805098;344
"21344";0;0;0;0;0;0;0;9;0;11;0,0514286816551573;0,057654293352419;97,0969941932708;345
"21345";0;0;0;0;1;2;4;7;2;4;0,0181187108859341;-0,0241501983300342;66,6904317680746;346
"21346";5;1;4;3;3;3;1;0;0;0;-0,0310777597207713;-0,000732441783055454;21,7820899095386;347
"21347";0;2;1;0;5;6;3;3;0;0;0,00282054331494481;-0,0352959704558807;52,7257035952061;348
"21348";0;0;0;0;0;0;0;11;0;9;0,0285233563429547;-0,00706663596626706;76,1881735641509;349
"21349";0;0;0;0;0;0;0;10;0;10;0,0372035655917632;0,0130722813917784;84,1117867734283;350
"21350";3;2;8;1;3;3;0;0;0;0;-0,0320539888665418;0,00147275081116006;20,890952157788;351
"21351";0;0;0;0;0;0;0;11;0;9;0,0328263624705544;0,00224744550884456;80,1161153009161;352
"21352";0;0;0;0;0;0;0;9;2;9;0,0415665602630159;0,0252170488190682;88,0944882519543;353
"21353";1;6;10;2;1;0;0;0;0;0;-0,0279249860991885;-0,007391618191948;24,6600572485477;354
"21354";0;0;0;0;0;1;1;11;0;7;0,0174330024908439;-0,0250058402444296;66,0644920077175;355
"21355";1;5;14;0;0;0;0;0;0;0;-0,0499393885180281;0,0538615009493503;4,56450369674712;356
"21356";0;1;3;2;7;2;4;1;0;0;-0,000443405458438508;-0,0355210704726171;49,7462515020743;357
"21357";0;0;1;1;0;3;4;5;1;5;0,0151585893347257;-0,0276046623322027;63,9883243013173;358
"21358";1;6;10;2;1;0;0;0;0;0;-0,0401086489519165;0,0222521656091355;13,5383631568402;359
"21359";0;0;0;0;0;0;0;12;1;7;0,0334887845277757;0,00379817446944264;80,7207984384149;360
"21360";4;1;6;3;3;2;0;1;0;0;-0,0221524175539507;-0,0177533962492458;29,9294694326818;361
"21361";0;2;5;7;3;2;1;0;0;0;-0,00652632042611477;-0,0339202016236701;44,1935437265784;362
"21362";0;0;0;0;0;0;1;9;0;10;0,0293767754702833;-0,00532397853188196;76,9672058289871;363
"21363";0;0;0;0;0;0;0;10;0;10;0,0401744338555534;0,0211949801125128;86,8237042333931;364
"21364";0;0;0;0;0;0;0;10;0;10;0,022102647878085;-0,0185178780162094;70,3271155012771;365
"21365";0;0;0;2;2;2;3;4;1;6;0,008789142568482;-0,0329261768126236;58,174059796147;366
"21366";1;3;5;6;3;1;1;0;0;0;-0,0331003392049366;0,00391154287394676;19,9358052108437;367
"21367";0;3;11;6;0;0;0;0;0;0;-0,0282920425649972;-0,00665266958719823;24,3249946506694;368
"21368";0;0;0;0;3;1;3;6;3;4;0,0145063804242849;-0,0282820705133844;63,3929640986025;369
"21369";0;0;1;1;2;7;1;4;2;2;0,0132359904505735;-0,0295147519933972;62,2333055594936;370
"21370";2;7;10;1;0;0;0;0;0;0;-0,0456755691371155;0,0393083309840173;8,45667433459312;371
"21371";0;0;0;7;3;5;2;2;1;0;0,00379993062238476;-0,035080747931816;53,6197242327034;372
"21372";0;0;0;0;1;0;2;9;0;8;0,0099610331426784;-0,0321635334656812;59,2438044724986;373
"21373";4;3;9;2;2;0;0;0;0;0;-0,0315766949361813;0,000386134892470203;21,3266435544938;374
"21374";1;1;2;5;2;2;5;1;1;0;-0,00528378259233793;-0,0344609256300824;45,3277778113261;375
"21375";0;1;2;2;6;4;4;0;1;0;-0,00150397113348418;-0,0354312344298607;48,7781282747164;376
"21376";0;2;2;0;2;4;6;3;1;0;0,00542667993352483;-0,0345726147321601;55,1046806387603;377
"21377";0;1;0;3;2;1;7;5;0;1;0,00706050358903987;-0,0338729700468246;56,5960947657004;378
"21378";2;3;14;0;1;0;0;0;0;0;-0,044905722141457;0,036818410272466;9,159418893978;379
"21379";0;0;0;0;0;0;0;8;1;11;0,0360022660765302;0,009965890961288;83,015196537599;380
"21380";3;7;6;3;0;1;0;0;0;0;-0,0526057093389094;0,0636187393424233;2,1305883070454;381
"21381";0;0;2;1;1;3;0;8;0;5;0,013654561484235;-0,0291212751057327;62,6153925433755;382
"21382";8;3;7;1;1;0;0;0;0;0;-0,0514975430086578;0,0595021142905788;3,14216315746307;383
"21383";5;4;8;2;1;0;0;0;0;0;-0,051736839937533;0,0603836680711512;2,92372414842248;384
"21384";0;1;1;3;5;0;4;3;1;2;0,00850648096480318;-0,0330955173802118;57,9160359222442;385
"21385";7;4;6;2;1;0;0;0;0;0;-0,0543513281527979;0,0702803994907515;0,537123461253941;386
"21386";4;5;11;0;0;0;0;0;0;0;-0,0491724667862269;0,051148562138925;5,26457796804607;387
"21387";0;2;3;1;4;4;2;4;0;0;-0,00629315984829049;-0,0340300308060339;44,4063812494278;388
"21388";3;2;7;3;3;1;1;0;0;0;-0,0305469480871208;-0,00190305963220502;22,266634227708;389
"21389";0;1;4;6;1;3;3;1;0;1;-0,0120663600309634;-0,0301740516261539;39,1363924834877;390
"21390";1;3;3;5;4;3;1;0;0;0;-0,0186154597212144;-0,0229321732824221;33,1581342034042;391
"21391";1;0;4;5;3;3;1;3;0;0;-0,00397161481682515;-0,0349128307077354;46,5255726594478;392
"21392";0;0;0;0;0;0;0;10;0;10;0,0343337624548695;0,00582152796890574;81,4921252662316;393
"21393";1;2;10;2;3;1;0;1;0;0;-0,0159057362466835;-0,0262982303888699;35,631669126451;394
"21394";1;5;10;4;0;0;0;0;0;0;-0,0389101111032823;0,0188681752829509;14,6324324421585;395
"21395";5;2;7;4;1;1;0;0;0;0;-0,0323362419616937;0,00212295140642082;20,633301185444;396
"21396";0;0;0;0;1;1;3;8;1;6;0,0181417807775392;-0,0241208301680859;66,7114908108488;397
"21397";0;0;0;1;2;1;4;8;1;3;0,0131177574314528;-0,0296236413837078;62,1253781253472;398
"21398";0;0;0;1;0;0;0;10;0;9;0,0171038332269265;-0,0254047138108966;65,764014236629;399
"21399";3;4;12;1;0;0;0;0;0;0;-0,0527340349876534;0,0641010829346338;2,01344795059413;400
"21400";3;5;9;1;0;0;2;0;0;0;-0,0153577303983313;-0,0269155321556079;36,1319089541212;401
"21401";0;0;0;0;0;0;0;9;0;11;0,0461509530630556;0,0394356806928123;92,2792900586501;402
"21402";0;0;0;1;0;1;2;9;0;7;0,0220324144323371;-0,0186269386576705;70,2630038373172;403
"21403";0;0;0;0;0;0;0;11;1;8;0,0234198338349863;-0,016407571687932;71,5294911293313;404
"21404";0;0;0;0;1;0;1;9;0;9;0,0349541978904024;0,00733950832223922;82,0584814762697;405
"21405";0;1;5;9;5;0;0;0;0;0;-0,0110380295454457;-0,0310342694148134;40,0750902481377;406
"21406";0;0;2;3;5;5;4;1;0;0;0,00579368240254589;-0,0344319761080492;55,4396939463913;407
"21407";2;2;8;2;5;0;1;0;0;0;-0,0265506918439132;-0,0100732722698566;25,9145634248853;408
"21408";1;3;7;3;1;4;1;0;0;0;-0,0239570568717743;-0,0147685175151676;28,2821285072714;409
"21409";0;0;0;0;1;0;0;10;0;9;0,0320534652557892;0,000477515212611209;79,410586389713;410
"21410";0;0;0;0;0;1;1;10;0;8;0,0236563536149527;-0,0160155772268944;71,7453950550407;411
"21411";0;0;0;0;0;0;0;9;1;10;0,0247917095851088;-0,0140785546229246;72,7817896055058;412
"21412";0;0;1;0;5;1;4;7;1;1;0,006758501085897;-0,0340165877936527;56,3204158097506;413
"21413";0;0;1;2;3;2;0;5;0;7;0,00770676527747126;-0,0335438625646133;57,1860261261463;414
"21414";0;0;2;3;3;4;5;3;0;0;-0,00473219193882657;-0,034665799009152;45,8312899805605;415
"21415";0;3;3;4;3;5;0;1;1;0;-0,0023966968614939;-0,0352936512384695;47,9632155038416;416
"21416";0;0;0;0;1;1;2;9;0;7;0,0152647442901419;-0,0274915451809888;64,0852264361456;417
"21417";0;0;0;0;0;1;0;10;0;9;0,0319553035848834;0,000255763935627857;79,3209808180109;418
"21418";1;2;5;7;3;1;1;0;0;0;-0,0216751796353738;-0,0185040516863743;30,3651096997783;419
"21419";1;1;2;2;4;2;0;3;2;3;0,00283274021239235;-0,0352937093564529;52,7368373703212;420
"21420";4;3;11;1;1;0;0;0;0;0;-0,034883217332704;0,0082462490565402;18,3083286974579;421
"21421";0;0;0;0;0;1;0;9;0;10;0,0289008978014405;-0,00630209144479083;76,5328072477132;422
"21422";4;3;11;0;0;2;0;0;0;0;-0,0377195307028398;0,0156077291612031;15,719237877056;423
"21423";4;5;10;1;0;0;0;0;0;0;-0,0539866729243925;0,068870901493746;0,869994121603668;424
"21424";0;0;0;1;2;7;4;2;2;2;0,0119017098809809;-0,0306859309009826;61,015325342305;425
"21425";0;2;1;3;6;4;2;2;0;0;0,000617818661139082;-0,0355309484775008;50,7149757817388;426
"21426";0;0;0;0;0;0;0;10;0;10;0,0224290931226679;-0,0180063623056248;70,6251066876575;427
"21427";0;0;1;0;3;5;3;3;2;3;0,015652667593922;-0,0270713690591156;64,4393370486796;428
"21428";2;2;4;1;4;3;2;1;1;0;-0,00969746333656494;-0,0320428312927174;41,2988082272932;429
"21429";3;3;9;1;4;0;0;0;0;0;-0,0274430445936394;-0,00834731065952413;25,0999911222607;430
"21430";0;0;0;0;0;0;0;11;0;9;0,0493972148404722;0,0504073696170105;95,2425968134776;431
"21431";0;0;0;0;0;0;0;11;0;9;0,0341584681199364;0,00539760300432845;81,3321101712063;432
"21432";1;3;7;3;1;4;1;0;0;0;-0,0183515342631801;-0,0232829633425868;33,3990550367162;433
"21433";2;0;3;3;3;4;2;2;0;1;-0,00795360068083686;-0,0331636732927962;42,890669987537;434
"21434";0;0;0;0;0;0;1;9;1;9;0,0270882488750895;-0,00988037762027737;74,8781548580155;435
"21435";0;0;0;0;0;0;0;11;0;9;0,0463191043652107;0,0399856046197167;92,4327847314999;436
"21436";0;0;1;0;2;3;3;7;2;2;0,0117867064666106;-0,0307809536666915;60,9103460097685;437
"21437";0;0;0;0;0;1;1;11;0;7;0,0274138383585842;-0,00925484790995531;75,1753648743033;438
"21438";1;2;8;3;0;4;1;1;0;0;-0,0225322311370675;-0,0171444138410178;29,5827616704628;439
"21439";0;0;0;0;0;0;0;9;1;10;0,0405858456599512;0,0223692749582199;87,1992560103536;440
"21440";0;0;0;0;0;1;0;8;4;7;0,0497091787689512;0,0515011878709396;95,5273689236492;441
"21441";0;0;0;0;2;0;2;8;0;8;0,0210381115644332;-0,0201333098314399;69,3553677294403;442
"21442";0;0;0;0;1;3;0;9;1;6;0,0123847602208951;-0,0302765398509319;61,4562714006752;443
"21443";0;0;0;0;1;1;0;9;1;8;0,0278341900364317;-0,00843611672909426;75,5590772954747;444
"21444";0;0;0;0;0;0;1;8;0;11;0,0440462202338594;0,0327223310631445;90,3580127749592;445
"21445";2;5;13;0;0;0;0;0;0;0;-0,0478070835057899;0,046422059018284;6,51094987988472;446
"21446";0;0;0;0;0;0;0;8;2;10;0,0397573175978874;0,0200166836232521;86,4429452223703;447
"21447";0;0;0;1;1;1;1;10;0;6;0,0117029934637745;-0,030849531275986;60,8339297119528;448
"21448";0;0;0;0;0;0;0;9;2;9;0,0461278184620266;0,0393601782846094;92,2581719467416;449
"21449";0;0;2;0;2;3;7;4;0;2;0,0106483068579671;-0,0316708643146785;59,8711731145158;450
"21450";0;0;0;0;0;1;1;9;1;8;0,0240475680701288;-0,0153584739672156;72,102509951219;451
"21451";0;0;0;1;1;3;5;6;0;4;0,0181044589987888;-0,0241683221984704;66,6774221230298;452
"21452";2;2;4;1;6;3;2;0;0;0;-0,0159343791067007;-0,0262653786831529;35,6055228738114;453
"21453";0;0;0;0;0;0;0;8;0;12;0,0517277594300746;0,0587459724720799;97,3700033500791;454
"21454";0;0;0;0;1;0;0;10;1;8;0,0170379954308727;-0,0254835691670203;65,7039150828496;455
"21455";0;1;4;4;2;5;3;0;1;0;-0,00827777525464653;-0,0329716689944853;42,5947515526786;456
"21456";1;3;7;3;2;4;0;0;0;0;-0,0190810285947392;-0,022301305090038;32,7331458684057;457
"21457";0;0;0;0;0;1;0;9;2;8;0,0318190842791456;-5,08265820649338e-05;79,1966348420829;458
"21458";4;3;11;1;1;0;0;0;0;0;-0,0483994591292837;0,0484563947133779;5,97020769491792;459
"21459";3;2;8;4;2;1;0;0;0;0;-0,0338988907347893;0,00582512706690318;19,2068581003696;460
"21460";0;0;0;0;0;1;1;10;1;7;0,036054213689948;0,0100980984814835;83,0626162234694;461
"21461";4;4;7;3;2;0;0;0;0;0;-0,0423597763568102;0,0288840225061801;11,4834515377879;462
"21462";0;2;9;3;2;2;1;1;0;0;-0,00305490637858125;-0,0351559352217443;47,3623777274042;463
"21463";1;2;4;6;3;2;2;0;0;0;-0,00809044825718127;-0,0330835312359951;42,7657505031675;464
"21464";1;1;0;2;4;6;5;0;1;0;0,00171943227587958;-0,035456536494547;51,7205690732226;465
"21465";0;1;2;2;5;4;2;3;1;0;0,00407231763466263;-0,0350087740425707;53,8683690829203;466
"21466";4;5;10;1;0;0;0;0;0;0;-0,0519192215485233;0,061058282515334;2,75723952800035;467
"21467";2;1;5;4;6;2;0;0;0;0;-0,0238415529477371;-0,0149664942729595;28,3875647233799;468
"21468";1;2;13;2;1;0;1;0;0;0;-0,036312300524098;0,0118838857063832;17,0038091717288;469
"21469";1;1;3;5;6;1;2;1;0;0;-0,0117461689254171;-0,0304499546951689;39,4286746624857;470
"21470";0;0;0;0;0;0;0;11;0;9;0,0320408168207259;0,000448903439460889;79,3990404345095;471
"21471";0;0;0;0;0;1;2;10;0;7;0,0199132616806449;-0,0217527544010519;68,3285635197535;472
"21472";0;0;0;0;0;0;0;10;2;8;0,0290410433393568;-0,00601571005407617;76,6607372323051;473
"21473";2;5;8;3;2;0;0;0;0;0;-0,0318003568235406;0,000893311735702426;21,1224767845124;474
"21474";0;0;0;1;0;0;0;9;2;8;0,0299687429168318;-0,0040847934845367;77,5075754150748;475
"21475";5;3;4;4;3;1;0;0;0;0;-0,0372186965706389;0,0142662796359494;16,1764176329598;476
"21476";1;2;8;2;3;2;2;0;0;0;-0,0196820392661704;-0,021464127949581;32,1845212951303;477
"21477";0;0;1;6;4;4;3;2;0;0;0,00357099737833491;-0,0351371615572255;53,4107455750927;478
"21478";5;5;9;1;0;0;0;0;0;0;-0,0518672386599249;0,0608657612505701;2,80469141434878;479
"21479";0;0;0;0;0;0;0;9;0;11;0,0478530504915767;0,045095018510129;93,8330269884318;480
"21480";0;0;1;0;1;1;0;9;1;7;0,0155098640469152;-0,0272272894787177;64,3089807359502;481
"21481";0;2;2;4;6;4;1;1;0;0;-0,00710985983366723;-0,0336283930401819;43,6608675634488;482
"21482";1;2;6;3;1;4;1;2;0;0;-0,018622034984274;-0,0229233707296192;33,1521320622414;483
"21483";1;2;4;0;5;4;2;2;0;0;-0,00462282309052644;-0,034703852337106;45,9311258746311;484
"21484";0;0;0;0;0;1;0;10;1;8;0,0272007859855447;-0,00966502083305284;74,9808828579262;485
"21485";0;1;2;2;1;6;4;2;1;1;0,0131057931002358;-0,0296346048532626;62,1144566452131;486
"21486";1;2;14;0;3;0;0;0;0;0;-0,039249376414664;0,0198157086873867;14,3227386288345;487
"21487";3;3;5;2;4;2;1;0;0;0;-0,0296258899104808;-0,00388678279559529;23,107409896329;488
"21488";1;2;5;4;6;2;0;0;0;0;-0,0221836292021027;-0,0177037390068727;29,9009782960638;489
"21489";2;2;11;4;1;0;0;0;0;0;-0,035290958248259;0,00926932828714266;17,9361278424039;490
"21490";8;2;9;1;0;0;0;0;0;0;-0,0456528090447467;0,0392341136543488;8,47745058126748;491
"21491";1;0;2;5;4;3;2;2;1;0;-0,00855050065869681;-0,0328043526326105;42,3457978060469;492
"21492";4;4;8;1;3;0;0;0;0;0;-0,0422858112407621;0,0286603977713638;11,5509696071967;493
"21493";0;5;5;6;2;1;1;0;0;0;-0,0243680614429589;-0,0140563552243309;27,9069484677166;494
"21494";1;0;1;7;0;4;4;2;0;1;-0,00625251439764132;-0,0340487811852675;44,4434839067981;495
"21495";6;5;7;1;1;0;0;0;0;0;-0,0504264999673118;0,0556063346187771;4,11985050886869;496
"21496";0;0;0;0;0;0;0;9;0;11;0,0380241590082466;0,0152531776177203;84,8608545260504;497
"21497";7;3;8;2;0;0;0;0;0;0;-0,0526371324340948;0,0637367425906144;2,10190415382385;498
"21498";6;4;7;3;0;0;0;0;0;0;-0,0476211728973737;0,0457887466260736;6,68065589852631;499
"21499";0;0;0;0;0;1;0;10;0;9;0,0288376332571199;-0,00643091253888706;76,4750570524484;500
"21500";0;1;2;1;3;2;4;3;2;2;0,0081619433274924;-0,033294248565327;57,6015293365344;501
"21501";4;5;6;3;0;1;1;0;0;0;-0,0399177909420296;0,0217064567508379;13,7125853449106;502
"21502";2;3;10;4;1;0;0;0;0;0;-0,0284032706933343;-0,00642685757735762;24,2234615376219;503
"21503";1;3;5;3;3;4;1;0;0;0;-0,0236426633429122;-0,0153051742912335;28,5691184457392;504
"21504";0;0;1;0;1;1;0;8;1;8;0,0186165574934563;-0,0235080362508654;67,1448844019324;505
"21505";1;3;7;6;2;0;1;0;0;0;-0,0273644748549726;-0,00850154992191306;25,1717124599963;506
"21506";0;2;3;1;3;3;3;2;3;0;0,000997604671970803;-0,0355150361750232;51,0616583749652;507
"21507";0;2;1;5;1;4;5;1;1;0;0,0063241637044074;-0,0342117728120614;55,9239367255941;508
"21508";0;0;0;0;0;0;0;8;1;11;0,0543727821783651;0,0686774236953715;99,7844770783558;509
"21509";1;2;1;5;3;3;2;3;0;0;0,00306958154998856;-0,0352477070192805;52,953034825623;510
"21510";0;0;1;3;3;6;2;4;0;1;0,0056621485488176;-0,0344834816469069;55,3196250228211;511
"21511";1;6;7;3;3;0;0;0;0;0;-0,030983649109762;-0,00094144769563937;21,8679975252599;512
"21512";0;0;0;0;2;1;1;10;0;6;0,0150396894795081;-0,0277304093815386;63,8797881547362;513
"21513";0;0;0;0;0;0;0;10;0;10;0,0497764819516116;0,0517380755786751;95,5888057360426;514
"21514";0;0;0;0;0;0;0;10;0;10;0,0395735457162753;0,0195014771362242;86,2751915119588;515
"21515";6;1;4;6;0;3;0;0;0;0;-0,0315244372939707;0,000268147569675091;21,3743462460116;516
"21516";0;0;0;0;0;0;0;8;0;12;0,0527926311002519;0,0626845271920551;98,3420572476462;517
"21517";1;3;7;3;4;2;0;0;0;0;-0,0270441797603363;-0,00912577743419611;25,4640895640478;518
"21518";1;4;9;2;2;1;1;0;0;0;-0,0223179924415943;-0,017489178649568;29,7783266054466;519
"21519";0;0;3;4;1;6;2;2;1;1;-0,00274416565461192;-0,035224787758274;47,6460332516581;520
"21520";2;1;7;1;4;2;3;0;0;0;-0,0200361448434874;-0,0209588586427491;31,8612807430327;521
"21521";0;0;0;0;0;0;0;10;2;8;0,0507939130694816;0,0553583562607597;96,5175541583449;522
"21522";0;1;1;2;3;3;5;4;0;1;0,0112778660672044;-0,0311901082322066;60,4458578396589;523
"21523";0;1;0;0;1;0;2;9;0;7;0,0173560779835403;-0,025099743662525;65,9942724974826;524
"21524";0;2;4;5;5;2;2;0;0;0;-0,0198343160993907;-0,0212479379562022;32,0455174194649;525
"21525";0;2;4;3;5;2;0;2;1;1;-0,00379447864814829;-0,0349644612050881;46,687269047834;526
