"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"21277";0;0;0;0;0;0;0;2;3;1;0;5;4;3;5;6;5;3;3;0;0,0222761891848575;-0,0171368195613484;70,9954399149865;278
"21278";1;0;1;1;2;4;1;8;1;4;0;5;2;4;3;2;0;0;0;1;-0,00134169343296512;-0,0350444987795873;49,3591871112585;279
"21279";0;1;0;0;0;2;3;0;7;2;4;6;1;7;3;1;0;1;2;0;0,0141187493389349;-0,0277456398650836;63,5224401718006;280
"21280";3;0;5;2;6;5;0;7;6;0;2;2;1;0;1;0;0;0;0;0;-0,0223509036908849;-0,0180881077265495;30,1127291750163;281
"21281";4;1;3;6;2;5;2;3;4;3;2;3;1;0;0;1;0;0;0;0;-0,0275372137188569;-0,00913697847680054;25,3615702036768;282
"21282";0;0;3;7;7;6;0;7;3;2;0;1;2;0;2;0;0;0;0;0;-0,0236079370839515;-0,0160918213317996;28,9611656451598;283
"21283";0;0;0;0;0;0;0;0;0;0;0;2;5;0;10;2;6;9;6;0;0,0505641862296832;0,0558137193377417;96,9099668553099;284
"21284";6;0;10;6;3;4;1;5;2;2;0;0;0;0;1;0;0;0;0;0;-0,0422113292585106;0,0264115011676673;11,9186685420573;285
"21285";2;1;2;4;5;6;0;8;5;2;2;1;1;0;1;0;0;0;0;0;-0,0241597432383492;-0,015180491747629;28,4556581173092;286
"21286";3;0;3;6;6;9;1;5;0;2;0;3;0;1;1;0;0;0;0;0;-0,0322832110950274;0,000707623400882225;21,0137799847871;287
"21287";2;2;2;8;2;6;2;6;1;2;1;3;2;1;0;0;0;0;0;0;-0,0273094586344686;-0,00956967640330542;25,5702157737687;288
"21288";8;0;3;5;9;4;0;3;5;2;1;0;0;0;0;0;0;0;0;0;-0,0432357336069242;0,0294572227144161;10,9802155988291;289
"21289";5;0;8;5;4;4;2;7;1;1;2;0;1;0;0;0;0;0;0;0;-0,0366825933981907;0,0112444724962495;16,9835225213319;290
"21290";0;0;0;1;0;0;0;0;0;1;1;2;4;0;3;4;10;8;6;0;0,0456061622163754;0,0389705068235796;92,3679398372769;291
"21291";1;1;0;1;0;3;2;1;5;3;2;3;1;3;5;5;1;2;1;0;0,00933339671158958;-0,031796600373712;59,1385967563838;292
"21292";0;0;2;0;1;2;0;3;4;2;2;5;1;4;5;4;1;1;3;0;0,0145226112001165;-0,0273302486573796;63,8924164930359;293
"21293";0;0;0;0;0;0;0;1;1;3;1;2;6;10;7;3;0;5;0;1;0,0242086135683318;-0,0139397860812418;72,765726572834;294
"21294";0;0;1;0;1;1;1;1;2;4;1;4;1;1;10;4;4;1;3;0;0,0176586487750442;-0,0237153018494205;66,765328636393;295
"21295";0;0;0;1;0;0;0;1;1;5;0;5;5;1;3;4;6;5;3;0;0,025418656073812;-0,011804497284241;73,87424192857;296
"21296";0;1;0;1;1;1;0;3;4;6;0;3;6;2;5;6;0;1;0;0;0,00829516758943019;-0,0324634218757082;58,187478990294;297
"21297";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;7;11;4;14;0;0,0524775502416698;0,0627748817958515;98,6627923790365;298
"21298";10;0;9;4;4;5;0;5;1;0;1;0;0;1;0;0;0;0;0;0;-0,0437809573950153;0,0311082797264749;10,4807381518185;299
"21299";0;0;0;1;0;1;1;7;5;7;0;5;4;4;1;3;0;1;0;0;0,00194383062369983;-0,0348964619045073;52,3690432542935;300
"21300";0;0;0;0;0;1;1;1;1;2;0;7;6;5;2;5;0;5;3;1;0,0233692962413683;-0,0153605464682688;71,9968311488628;301
"21301";6;0;8;4;6;6;1;4;2;1;1;0;1;0;0;0;0;0;0;0;-0,0460145512022945;0,0380897958382586;8,43455132562667;302
"21302";6;1;12;5;6;2;1;1;4;0;2;0;0;0;0;0;0;0;0;0;-0,0461800845115396;0,0386211309578865;8,28290688805282;303
"21303";0;0;0;2;1;1;0;2;2;0;2;3;2;2;8;5;2;3;5;0;0,0239605086050645;-0,0143649124993124;72,5384385557845;304
"21304";0;0;1;0;0;2;0;3;3;3;0;6;6;3;6;2;1;2;2;0;0,00712251474940561;-0,0331256427534045;57,1132161654532;305
"21305";0;0;1;0;1;2;1;2;4;6;0;6;4;3;1;4;3;2;0;0;0,00586494142896803;-0,033728622571888;55,9611580101773;306
"21306";2;0;3;3;4;7;3;10;2;3;0;0;1;2;0;0;0;0;0;0;-0,0225203404686484;-0,0178254899812044;29,9575087847188;307
"21307";0;0;0;0;0;0;0;0;1;2;0;3;2;0;3;8;8;5;8;0;0,0401827305942396;0,02252109032924;87,3995546717197;308
"21308";1;0;2;10;3;1;1;8;5;4;0;4;0;0;0;1;0;0;0;0;-0,0335180180794884;0,003528015816945;19,8825779836625;309
"21309";1;0;0;0;0;2;1;5;4;6;0;5;2;4;2;5;1;1;1;0;0,00681609323318452;-0,0332827882716272;56,8325045751408;310
"21310";0;0;0;0;0;2;0;1;1;3;0;4;5;2;4;3;5;7;3;0;0,0271943246784864;-0,0084851247627958;75,5009252112359;311
"21311";1;1;0;0;2;5;0;5;1;4;3;4;6;3;3;1;0;1;0;0;-0,00873862379572706;-0,0326062088916902;42,582887224853;312
"21312";0;0;0;1;2;2;1;4;3;4;1;5;2;5;3;4;0;3;0;0;0,00515267261632268;-0,0340209274452569;55,3086512489244;313
"21313";3;0;7;1;8;9;1;1;1;4;1;2;1;0;1;0;0;0;0;0;-0,0336642338883994;0,00386906647604501;19,7486302349716;314
"21314";0;0;0;0;0;0;0;0;0;0;0;3;2;0;3;5;8;7;12;0;0,0498946017967418;0,0534383139140728;96,2965630926192;315
"21315";6;0;7;9;5;3;0;2;5;2;0;1;0;0;0;0;0;0;0;0;-0,0410610479497281;0,0230792682769441;12,9724368918687;316
"21316";4;0;4;4;3;9;1;4;5;2;0;0;1;1;0;2;0;0;0;0;-0,0257037454113048;-0,0125170093535925;27,0412035752088;317
"21317";0;0;0;0;0;0;0;0;1;2;1;1;1;0;5;4;5;10;10;0;0,0518199332922987;0,0603533876529397;98,0603519827127;318
"21318";1;0;2;3;2;3;2;6;3;6;0;3;2;2;3;0;0;1;1;0;-0,0116421034132196;-0,0306001145602397;39,9230205453932;319
"21319";2;1;1;0;1;2;4;4;4;7;0;4;3;3;1;2;1;0;0;0;-0,00338124546590708;-0,0347554483219859;47,4907612195238;320
"21320";0;0;0;0;0;0;0;1;3;1;0;6;3;1;4;10;4;6;1;0;0,0245084559968488;-0,0134202449819809;73,0404110858217;321
"21321";3;2;2;3;3;2;1;5;7;5;0;2;3;1;0;1;0;0;0;0;-0,0272014353419698;-0,00977363098096432;25,6691755028442;322
"21322";10;0;9;4;4;5;2;2;2;1;0;1;0;0;0;0;0;0;0;0;-0,0515588929562134;0,056932255719372;3,35540084633976;323
"21323";0;0;0;0;0;1;2;1;2;2;0;5;8;1;3;7;0;5;3;0;0,0274122015623742;-0,0080625984034961;75,700521399267;324
"21324";1;1;4;6;2;5;1;3;5;4;1;1;2;2;1;0;1;0;0;0;-0,0111329957187257;-0,030994627963711;40,389412175864;325
"21325";0;0;0;0;0;0;0;0;0;0;0;2;3;0;2;11;6;6;10;0;0,0496937697062887;0,0527319771494077;96,1125815752894;326
"21326";0;0;0;0;1;3;3;1;4;2;0;6;4;0;8;1;4;1;1;1;0,00720309189484341;-0,0330832257204579;57,1870325831696;327
"21327";0;0;0;0;1;2;1;2;4;1;0;4;7;0;6;5;4;1;1;1;0,0215104107587889;-0,0183312615665275;70,2939131995663;328
"21328";0;0;0;0;0;0;0;0;0;0;0;2;1;0;6;6;6;8;11;0;0,0537260588870832;0,0674556458596451;99,8065464198589;329
"21329";4;0;8;11;4;5;1;5;1;0;0;1;0;0;0;0;0;0;0;0;-0,0495542309720383;0,0498705156926724;5,19186409655958;330
"21330";0;0;1;1;0;1;3;1;2;5;0;4;6;7;2;4;1;1;0;1;0,00781340267706517;-0,0327471590396687;57,7461359789595;331
"21331";8;0;11;5;3;3;2;2;6;0;0;0;0;0;0;0;0;0;0;0;-0,0457187021878317;0,0371449561971433;8,70557748712599;332
"21332";0;0;5;1;8;4;0;1;8;3;3;3;1;0;1;1;1;0;0;0;-0,0155532414976572;-0,0269629363378376;36,3400417612866;333
"21333";0;0;0;1;2;0;0;2;0;4;0;3;4;4;5;8;0;2;4;1;0,0208236053265918;-0,019367530641818;69,664733344689;334
"21334";0;0;0;1;1;3;0;3;4;7;0;3;8;3;4;2;1;0;0;0;0,00253977510362678;-0,0347884756618431;52,9149857349694;335
"21335";0;1;0;1;4;2;1;4;6;2;0;3;9;1;4;2;0;0;0;0;-0,00399224480547845;-0,0346120516656706;46,9310270389542;336
"21336";0;0;1;2;4;2;0;6;8;3;1;4;4;4;1;0;0;0;0;0;-0,00501074779652473;-0,0343148039650916;45,9979803068563;337
"21337";0;0;0;1;0;3;0;2;2;0;1;5;6;5;6;5;0;2;1;1;0,0158348750408388;-0,0259015322202438;65,0945764267817;338
"21338";3;1;8;9;6;3;0;0;5;4;1;0;0;0;0;0;0;0;0;0;-0,03421240900327;0,0051610449191569;19,2464490886778;339
"21339";0;0;0;0;0;0;0;0;1;1;1;2;6;1;5;6;5;6;6;0;0,0435577479684656;0,0325151180598142;90,4913953039795;340
"21340";2;0;3;2;10;5;0;7;3;5;0;2;0;0;1;0;0;0;0;0;-0,0242265885546088;-0,0150686435651038;28,3944213762879;341
"21341";0;0;0;0;1;1;1;1;3;2;0;2;4;5;2;6;1;6;5;0;0,0279185731995686;-0,00706773363100863;76,1644065380096;342
"21342";2;0;3;6;4;4;1;3;5;3;1;3;1;1;2;1;0;0;0;0;-0,0195850807728632;-0,0220902246600524;32,6464890735224;343
"21343";0;1;3;6;0;4;0;7;6;2;0;3;5;1;0;1;1;0;0;0;-0,0175155999537408;-0,0247337562115058;34,5423326129094;344
"21344";10;0;5;9;4;3;3;3;2;0;1;0;0;0;0;0;0;0;0;0;-0,0538157593258567;0,0652197715881182;1,28789411392063;345
"21345";0;0;0;0;0;1;2;2;2;2;0;6;8;3;5;5;2;0;2;0;0,0152888087281597;-0,0265107328276237;64,5943271461874;346
"21346";1;0;3;5;9;2;0;3;5;6;0;3;1;2;0;0;0;0;0;0;-0,0267563895827322;-0,0106052710459382;26,0768802370876;347
"21347";0;0;0;0;0;0;0;0;0;0;1;4;1;2;6;7;4;9;6;0;0,0442165849900192;0,0345592704143703;91,0949534038082;348
"21348";5;0;3;4;3;7;0;5;6;7;0;0;0;0;0;0;0;0;0;0;-0,0303800829816121;-0,00342979769531157;22,7572284406051;349
"21349";2;0;2;2;4;6;1;5;3;0;0;3;4;3;2;3;0;0;0;0;-0,0117886966934785;-0,0304831462357089;39,7887269966304;350
"21350";0;0;2;2;6;1;0;6;3;3;1;9;2;1;1;3;0;0;0;0;-0,0102307368998382;-0,0316491328929157;41,2159680621698;351
"21351";10;2;5;12;2;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;-0,0523087346802354;0,0596461386626795;2,66847368329763;352
"21352";4;1;3;8;5;5;1;5;2;5;0;1;0;0;0;0;0;0;0;0;-0,0300282481193185;-0,00416686246114194;23,0795430252329;353
"21353";1;0;1;4;0;6;2;2;10;6;1;2;1;2;1;1;0;0;0;0;-0,01981720000754;-0,0217749792115023;32,4338455218822;354
"21354";5;2;1;4;4;9;0;5;5;2;0;2;1;0;0;0;0;0;0;0;-0,028702473844039;-0,00686623671036568;24,2940798169002;355
"21355";0;0;1;1;1;6;1;6;6;1;2;8;3;3;1;0;0;0;0;0;-0,00514101844002006;-0,0342715356803919;45,878639863804;356
"21356";2;2;2;3;4;6;1;5;5;1;3;3;3;0;0;0;0;0;0;0;-0,0230414461707556;-0,0170051828491646;29,4801258249208;357
"21357";0;0;0;0;0;1;1;4;3;5;0;4;2;6;6;2;2;4;0;0;0,0179318315144445;-0,0233677337008498;67,0155903091654;358
"21358";5;1;3;6;6;6;0;4;1;1;4;3;0;0;0;0;0;0;0;0;-0,0375477006188266;0,0134762150196613;16,1910010734573;359
"21359";1;0;0;2;0;5;0;6;5;4;0;2;4;3;2;3;1;2;0;0;0,00305923929334888;-0,0346740245097283;53,3908649114892;360
"21360";1;0;1;5;5;5;2;4;5;3;1;4;2;1;1;0;0;0;0;0;-0,0171954625692899;-0,025115863120029;34,8356092581525;361
"21361";1;1;0;5;2;8;3;7;5;2;1;1;1;2;1;0;0;0;0;0;-0,0235676843598278;-0,0161574643708471;28,9980410132557;362
"21362";0;0;1;0;1;3;2;6;8;0;2;2;6;1;1;4;1;1;1;0;0,00244652430431167;-0,0348070171001044;52,8295590309426;363
"21363";0;0;0;0;0;3;1;2;9;6;0;3;2;5;3;2;0;2;1;1;0,00360548326053395;-0,034533254344791;53,8912769407034;364
"21364";0;0;6;1;5;9;0;4;7;1;4;2;0;1;0;0;0;0;0;0;-0,0273059234622943;-0,0095763639807281;25,5734543316066;365
"21365";0;1;0;0;0;1;1;3;0;4;0;6;5;3;3;2;4;6;1;0;0,020466786810636;-0,0198928456951553;69,337853253819;366
"21366";4;0;10;4;9;7;1;3;1;0;0;0;0;1;0;0;0;0;0;0;-0,0329313182673196;0,00217461186332838;20,420051459223;367
"21367";6;0;7;9;7;6;1;1;2;1;0;0;0;0;0;0;0;0;0;0;-0,0460408801337946;0,0381741788898203;8,41043149121106;368
"21368";8;0;6;10;5;3;0;4;4;0;0;0;0;0;0;0;0;0;0;0;-0,0473225022575003;0,0423405177194722;7,23634231835604;369
"21369";2;0;2;6;2;8;1;6;3;0;2;2;2;2;2;0;0;0;0;0;-0,0218157550990133;-0,0189043332944698;30,6029767729342;370
"21370";0;0;0;0;1;0;1;1;2;0;1;6;6;3;8;4;2;2;2;1;0,0222690161363805;-0,0171481987665905;70,9888687124476;371
"21371";0;0;0;0;1;3;0;3;0;3;1;5;8;5;4;2;2;1;0;2;0,0118867926217399;-0,0298349634578482;61,4777530776337;372
"21372";6;0;11;4;9;6;0;2;0;1;1;0;0;0;0;0;0;0;0;0;-0,0543616880134787;0,0672781648956822;0,787770911119878;373
"21373";0;0;0;0;1;0;1;6;5;3;0;6;3;5;3;2;1;3;1;0;0,00588843279356975;-0,0337183758081037;55,9826783603057;374
"21374";8;0;9;8;3;6;2;1;0;1;1;1;0;0;0;0;0;0;0;0;-0,0526073866202388;0,0607380253410375;2,39487977232784;375
"21375";0;0;2;3;1;6;2;9;2;4;1;6;0;3;0;0;1;0;0;0;-0,0128123646271126;-0,029624331759368;38,8509486801922;376
"21376";0;1;0;2;2;3;0;3;3;3;0;6;8;3;2;2;0;2;0;0;0,000667518666880502;-0,0350439161087153;51,1998187052086;377
"21377";0;0;0;1;1;0;1;1;2;6;0;5;10;2;2;3;1;1;2;2;0,019447208107578;-0,0213446659190206;68,4038210660219;378
"21378";0;0;0;0;0;0;0;0;1;0;0;3;4;3;4;2;5;12;6;0;0,0377256620070502;0,0157478989688061;85,1486434461549;379
"21379";0;0;0;0;0;3;2;5;1;3;0;8;5;0;7;3;2;0;0;1;0,00899857235719004;-0,0320199082775455;58,8318654336035;380
"21380";3;0;3;9;2;5;0;6;4;1;2;3;1;0;1;0;0;0;0;0;-0,0225390217930257;-0,0177964116836585;29,9403948942199;381
"21381";1;0;3;1;2;2;2;6;5;3;0;4;2;2;3;2;0;0;2;0;-0,00612410489974021;-0,0339066208031801;44,9780380818993;382
"21382";0;0;0;0;0;1;0;1;6;4;1;7;4;6;4;2;1;3;0;0;0,0143051325012279;-0,0275553576474613;63,6931850807741;383
"21383";0;0;0;3;1;0;1;3;5;3;0;6;7;1;3;2;3;0;2;0;0,00951974243681713;-0,031668912414598;59,3093073694035;384
"21384";0;1;0;0;0;1;0;0;6;3;0;8;5;8;2;2;0;3;1;0;0,0128811626333059;-0,028947303240293;62,3886916786432;385
"21385";6;0;1;8;4;7;0;5;1;1;0;5;2;0;0;0;0;0;0;0;-0,033250304049007;0,0029074555454851;20,1278297929093;386
"21386";0;0;0;0;0;0;0;0;1;1;1;2;0;0;2;4;9;11;9;0;0,0461554239973481;0,0407515006209089;92,8711164742708;387
"21387";12;1;7;5;2;6;0;3;1;3;0;0;0;0;0;0;0;0;0;0;-0,0507017042721757;0,0538781721991563;4,14066815283149;388
"21388";0;0;0;0;0;1;0;3;2;4;0;2;5;3;5;11;1;2;1;0;0,0223256232920871;-0,0170582999601064;71,0407263133675;389
"21389";0;0;0;1;0;2;0;2;2;4;0;9;1;3;4;5;2;1;2;2;0,0101084161964121;-0,0312495383012042;59,8485891707242;390
"21390";0;0;0;3;1;0;0;1;4;2;0;8;7;3;2;1;2;4;1;1;0,0138736715931988;-0,027992135594205;63,2979253772646;391
"21391";0;0;1;1;0;1;0;1;7;4;2;5;2;1;5;3;1;3;3;0;0,0120517093249811;-0,0296925426264147;61,628832644783;392
"21392";2;0;3;5;9;5;0;3;2;2;2;5;0;1;0;1;0;0;0;0;-0,0238018592782529;-0,0157739854937051;28,7835142575204;393
"21393";7;0;6;8;3;6;2;6;1;0;0;1;0;0;0;0;0;0;0;0;-0,0434386180516921;0,0300691650545956;10,7943539274856;394
"21394";6;0;9;5;4;7;2;3;2;0;0;2;0;0;0;0;0;0;0;0;-0,0530237484710289;0,0622707075784602;2,01345225796103;395
"21395";0;1;2;8;3;2;0;3;5;6;2;2;1;4;1;0;0;0;0;0;-0,0150991455502434;-0,0274402872154228;36,7560373386368;396
"21396";7;0;5;7;7;4;1;3;2;2;1;1;0;0;0;0;0;0;0;0;-0,0447046563424727;0,0339530343486563;9,63454104494303;397
"21397";1;0;0;2;4;5;0;8;3;1;0;5;4;4;0;2;1;0;0;0;-0,00010695799320141;-0,0350776825101424;50,4903235705569;398
"21398";0;0;0;0;0;1;0;0;2;2;1;6;3;3;1;8;3;5;5;0;0,0285116200557162;-0,00587970919348609;76,7076945165172;399
"21399";0;0;0;0;0;0;0;0;1;1;0;4;3;2;5;5;3;12;4;0;0,0412004723649559;0,025450655417966;88,3319040527567;400
"21400";0;0;1;1;0;0;2;1;4;1;2;6;5;5;3;5;0;1;2;1;0,013794809131437;-0,0280705582777847;63,2256797747687;401
"21401";9;0;8;6;7;4;0;3;2;1;0;0;0;0;0;0;0;0;0;0;-0,0464915750775801;0,0396261770557347;7,99755156040192;402
"21402";12;0;8;4;3;4;0;3;3;0;1;1;1;0;0;0;0;0;0;0;-0,0488484486075156;0,0474513841982403;5,83842864725739;403
"21403";1;0;3;1;6;8;0;8;4;3;0;2;2;1;1;0;0;0;0;0;-0,0250056708378634;-0,013741936367459;27,6807070476934;404
"21404";1;1;4;7;5;6;0;5;6;2;1;1;1;0;0;0;0;0;0;0;-0,0276724651948912;-0,00887830037752982;25,2376668388024;405
"21405";0;0;0;1;0;0;0;0;5;2;0;5;4;5;5;4;2;4;3;0;0,0222507686803966;-0,0171771299582758;70,9721522871405;406
"21406";5;0;10;5;8;4;2;2;0;1;1;1;1;0;0;0;0;0;0;0;-0,048738393420198;0,0470773096386628;5,93924978747964;407
"21407";0;0;0;0;0;0;0;0;0;0;0;2;1;0;7;4;8;6;12;0;0,0520101838330673;0,06105081431554;98,2346397824585;408
"21408";0;0;0;1;1;3;0;5;5;2;0;5;8;3;3;1;1;1;1;0;-0,00342051506676937;-0,0347470195624406;47,4547864869237;409
"21409";0;0;0;1;1;1;0;4;2;3;1;6;3;7;4;4;0;3;0;0;0,0114231817124807;-0,030225113635536;61,0530408797786;410
"21410";10;1;4;7;5;5;0;3;0;2;0;3;0;0;0;0;0;0;0;0;-0,0377960714030491;0,0141266447571995;15,9634695388377;411
"21411";5;0;7;2;5;4;0;5;4;4;1;2;1;0;0;0;0;0;0;0;-0,0327431524094111;0,00174566344002438;20,5924294888973;412
"21412";12;4;3;6;1;6;0;4;0;2;0;1;0;1;0;0;0;0;0;0;-0,0416332172499077;0,0247251748407557;12,448274763301;413
"21413";0;0;0;0;1;1;0;3;5;4;0;6;6;5;2;3;0;2;0;2;-0,00115109716483692;-0,0350566014334706;49,5337916305289;414
"21414";3;0;6;8;3;3;1;3;5;4;0;3;0;0;1;0;0;0;0;0;-0,0353424549046893;0,00789093774728847;18,211218318902;415
"21415";0;0;0;0;1;0;2;1;0;3;0;4;0;5;5;12;2;4;1;0;0,0265613838891536;-0,00969369143429105;74,921090551652;416
"21416";0;0;0;0;0;0;0;0;1;1;0;3;4;1;5;2;6;8;9;0;0,0357118385147081;0,0105123690930063;83,3037873730063;417
"21417";11;0;9;7;4;2;1;3;1;1;0;0;1;0;0;0;0;0;0;0;-0,0525753111119065;0,0606204557357364;2,42426402401179;418
"21418";3;0;2;2;8;11;0;3;4;4;0;3;0;0;0;0;0;0;0;0;-0,0298282946434961;-0,00458187840546427;23,2627196470276;419
"21419";0;0;0;0;0;1;0;0;0;1;0;1;4;0;6;4;8;11;4;0;0,0468935271045846;0,0431781457507163;93,5472899349406;420
"21420";0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;9;11;6;6;0;0,0481595252388389;0,0474293328040766;94,7070660302415;421
"21421";5;3;3;4;3;4;1;4;9;2;1;0;0;1;0;0;0;0;0;0;-0,0261469073719763;-0,0117216436453517;26,6352245816961;422
"21422";1;0;5;5;4;7;1;4;2;2;2;4;1;1;1;0;0;0;0;0;-0,0195849479767554;-0,0220904039311105;32,6466107275337;423
"21423";0;0;0;0;0;0;0;1;1;1;0;0;2;1;7;9;6;7;5;0;0,0350396738978699;0,0088282046071011;82,6880199136212;424
"21424";11;1;8;8;6;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;-0,0537485576839643;0,0649678368194345;1,34945728350431;425
"21425";0;0;0;0;0;2;0;0;3;1;0;4;8;0;8;3;4;4;3;0;0,0189297920023628;-0,0220535417138758;67,9298181319609;426
"21426";0;0;0;0;0;0;0;0;0;0;2;1;2;0;4;12;6;7;6;0;0,0440067189010782;0,0339048207280806;90,9026958746836;427
"21427";0;0;0;0;0;0;1;0;1;0;1;0;4;5;4;8;0;8;8;0;0,0382920277487952;0,0172715911931232;85,6674889568239;428
"21428";0;0;0;0;0;0;0;0;1;0;0;3;4;0;4;4;6;6;12;0;0,0526843563016395;0,0635426587980184;98,8522466272116;429
"21429";0;0;0;0;1;2;2;6;4;2;0;5;7;3;3;3;1;0;1;0;0,0120347909483579;-0,0297072410352291;61,6133337840438;430
"21430";0;0;0;0;0;0;0;0;0;0;1;0;5;2;8;6;5;9;4;0;0,0441237010383633;0,0342692385279283;91,0098627675325;431
"21431";6;0;7;7;5;6;1;1;2;2;0;2;0;1;0;0;0;0;0;0;-0,0379004591574733;0,0144013054746662;15,8678403124213;432
"21432";0;0;3;5;6;10;1;4;6;2;0;2;0;0;1;0;0;0;0;0;-0,0276927040587657;-0,00883948172531065;25,21912609227;433
"21433";0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;7;9;11;6;0;0,0477521741567487;0,0460491906354968;94,3338932469487;434
"21434";9;0;5;9;3;2;2;4;4;0;2;0;0;0;0;0;0;0;0;0;-0,0500601412666589;0,0516260695541453;4,72840159200132;435
"21435";0;0;0;0;0;0;0;0;1;0;0;3;7;4;7;8;3;4;3;0;0,0327984511638774;0,00344166157947459;80,634844256565;436
"21436";6;0;10;9;2;7;2;2;1;1;0;0;0;0;0;0;0;0;0;0;-0,0488147288419217;0,0473366813560943;5,86931919679046;437
"21437";0;0;0;0;1;3;1;6;4;2;0;4;5;7;4;3;0;0;0;0;0,00615366629442008;-0,0335999968020014;56,2256577657536;438
"21438";0;0;0;0;0;2;2;1;2;1;0;6;5;3;4;3;1;6;4;0;0,0151471757955282;-0,0266653244829162;64,4645777530968;439
"21439";1;1;2;3;1;2;1;5;9;8;0;5;2;0;0;0;0;0;0;0;-0,0123435340556445;-0,0300267849625203;39,2804425908253;440
"21440";0;0;2;1;0;3;4;6;2;0;1;2;8;0;3;5;2;0;1;0;0,00195239387587042;-0,0348950866535165;52,3768880171701;441
"21441";0;0;0;0;0;0;0;0;0;0;0;3;3;1;11;6;4;6;6;0;0,0452896378264303;0,037953781483645;92,0779730426148;442
"21442";0;0;0;0;0;0;0;0;0;0;0;2;1;1;5;5;10;10;6;0;0,0517511893348075;0,0601020082977492;97,9973759036511;443
"21443";1;0;1;1;0;5;3;5;5;2;3;4;4;2;0;1;1;2;0;0;-0,00410326801923673;-0,0345831837074018;46,8293190933764;444
"21444";0;0;0;0;1;0;0;0;0;0;0;4;1;0;5;8;9;9;2;1;0,0435974591894558;0,0326374664077121;90,5277746031061;445
"21445";4;1;4;1;0;4;1;8;5;0;1;4;4;1;1;0;0;1;0;0;-0,014638287625022;-0,0279099562852273;37,1782275382429;446
"21446";0;0;0;0;1;1;2;1;1;2;0;1;8;7;5;6;0;3;2;0;0,0193309381894943;-0,0215055952073952;68,2973066344857;447
"21447";6;0;10;8;1;6;3;1;2;3;0;0;0;0;0;0;0;0;0;0;-0,052515775300067;0,06040242440955;2,47880455572158;448
"21448";0;0;0;0;0;0;0;0;0;1;0;6;4;0;5;4;7;4;9;0;0,031965411496515;0,0015293661913512;79,8716997727752;449
"21449";0;0;0;0;0;0;0;0;1;0;1;2;2;2;2;8;9;7;6;0;0,0435433271244584;0,0324707155191132;90,4781844234094;450
"21450";0;0;0;0;0;0;1;0;1;3;0;5;7;3;3;6;1;6;4;0;0,0341098393127541;0,0065506748323249;81,8362019723281;451
"21451";1;0;0;0;0;0;0;4;0;2;0;5;8;2;4;5;4;4;1;0;0,0176354725375124;-0,0237445478697381;66,7440969729796;452
"21452";0;0;3;3;7;7;1;5;5;1;6;1;0;0;1;0;0;0;0;0;-0,0202697520127614;-0,0211494917907328;32,019264344126;453
"21453";0;0;0;0;1;2;0;2;3;8;0;6;6;3;4;2;2;0;0;1;0,015669576698104;-0,0260881494490086;64,9431472411379;454
"21454";3;0;9;8;6;3;0;6;2;0;1;0;0;2;0;0;0;0;0;0;-0,0424727379264709;0,0271817159172616;11,6791930515319;455
"21455";0;0;0;0;0;0;0;1;0;1;1;3;3;0;3;12;6;4;5;1;0,0392946216136374;0,0200240415833836;86,5859613986686;456
"21456";1;1;1;1;1;3;4;7;4;2;1;4;3;3;2;1;0;1;0;0;-0,00514390005201989;-0,0342705651192717;45,8760000299662;457
"21457";0;0;0;0;0;0;0;0;3;0;4;2;1;3;4;7;1;7;8;0;0,0327528781066581;0,00333578697190417;80,5930949514732;458
"21458";2;0;5;6;1;4;0;6;4;2;0;4;3;0;0;3;0;0;0;0;-0,0187254808164946;-0,0232247470075286;33,4339653374627;459
"21459";0;0;0;0;1;0;0;0;3;2;0;8;6;5;6;5;1;2;1;0;0,0206421502850431;-0,0196357883531268;69,498503068462;460
"21460";7;0;3;4;3;7;0;8;4;2;0;2;0;0;0;0;0;0;0;0;-0,0365276630385005;0,0108503372467695;17,1254536369815;461
"21461";0;2;0;1;4;3;1;4;4;6;0;4;3;3;3;1;0;0;1;0;-0,00308450055425792;-0,0348156437377341;47,762608109042;462
"21462";7;1;6;3;6;7;1;2;5;1;1;0;0;0;0;0;0;0;0;0;-0,0434811999814228;0,0301979677736563;10,7553447829559;463
"21463";0;0;0;0;1;2;0;2;2;5;0;3;6;6;5;4;0;3;1;0;0,0182093812760874;-0,0230092479330579;67,2698525944725;464
"21464";0;0;0;0;0;0;1;0;1;4;2;2;5;3;3;11;0;5;3;0;0,0270554023876314;-0,00875279670558887;75,373659026809;465
"21465";1;1;0;1;4;1;0;4;4;5;1;5;4;2;4;2;1;0;0;0;-0,00253381774056217;-0,0349109825848059;48,2670865487307;466
"21466";0;2;1;1;1;7;2;9;3;2;3;4;1;2;0;0;1;0;0;1;-0,0114253168044382;-0,0307703277762547;40,1216179365292;467
