"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"21847";0;0;0;2;0;2;0;4;8;7;0;5;6;4;2;0;0;0;0;0;0,00436779079028599;-0,0343018148865425;54,5896239811555;848
"21848";2;0;3;9;5;7;2;5;3;3;1;0;0;0;0;0;0;0;0;0;-0,0324129815356142;0,000998999020670251;20,8948977757245;849
"21849";0;0;0;0;0;0;0;0;0;1;0;1;4;0;3;8;6;8;7;2;0,0393410489628318;0,0201532082418592;86,6284933174029;850
"21850";10;0;6;7;7;5;1;2;0;1;0;1;0;0;0;0;0;0;0;0;-0,0500393364753333;0,0515535210715879;4,74746078252792;851
"21851";6;1;6;10;1;5;0;5;3;3;0;0;0;0;0;0;0;0;0;0;-0,0447527891749238;0,0341029117919609;9,59044673945755;852
"21852";1;2;1;1;2;7;2;8;6;1;1;5;1;0;0;0;2;0;0;0;-0,0159190518223326;-0,0265678721132282;36,0049243085086;853
"21853";4;0;4;4;4;2;0;6;8;2;0;4;0;0;1;0;0;1;0;0;-0,0168233703152055;-0,0255509473705358;35,1764815626666;854
"21854";0;0;1;1;0;3;4;3;6;2;2;4;3;3;4;1;0;1;2;0;0,00312139450523726;-0,034659062134272;53,4478050656617;855
"21855";0;0;0;0;0;0;0;0;0;1;1;0;2;0;6;8;9;7;5;1;0,0494446347535356;0,0518596887946394;95,8843499887735;856
"21856";2;0;5;6;4;7;0;3;4;3;0;2;2;0;2;0;0;0;0;0;-0,0204894635415938;-0,0208406402645697;31,8179874448106;857
"21857";0;0;0;0;0;1;0;0;0;0;2;4;6;1;6;7;4;6;3;0;0,0303491442486781;-0,00204202309364178;78,3910434693098;858
"21858";2;0;3;1;3;8;0;3;7;4;1;4;1;0;0;2;1;0;0;0;-0,0204417987105836;-0,0209079310143991;31,8616530159488;859
"21859";8;2;4;5;4;5;2;4;3;2;1;0;0;0;0;0;0;0;0;0;-0,0414015521652117;0,0240559984345178;12,6605022698641;860
"21860";8;0;8;6;7;4;0;1;4;2;0;0;0;0;0;0;0;0;0;0;-0,0477181672566911;0,0436500360049117;6,87387511134148;861
"21861";0;0;0;0;0;0;0;0;0;2;1;6;5;4;6;4;0;5;7;0;0,0347177144999895;0,00803273503148181;82,3930741287768;862
"21862";0;0;0;0;0;0;0;0;1;0;2;4;2;1;5;10;1;8;6;0;0,0407372734159093;0,0241083297088508;87,9075692500919;863
"21863";0;0;0;0;0;0;0;1;0;0;0;0;1;0;5;9;7;8;9;0;0,0519757765267447;0,0609244948051907;98,2031193794683;864
"21864";0;0;0;0;0;0;1;0;2;2;0;3;1;3;6;7;3;11;1;0;0,0305058412159578;-0,00170379934839093;78,5345929674804;865
"21865";2;1;2;4;4;5;2;3;6;4;0;4;1;1;0;1;0;0;0;0;-0,0240217094741789;-0,0154104632655496;28,5821103258058;866
"21866";0;0;0;1;0;0;1;4;4;0;2;2;4;4;7;6;1;2;2;0;0,00929091128459977;-0,0318253712663421;59,0996760176495;867
"21867";0;0;0;0;0;0;1;0;0;0;1;1;3;0;3;4;2;13;12;0;0,0529967185692885;0,0647080062208235;99,1384005174041;868
"21868";0;0;0;0;0;1;0;0;1;2;0;5;2;6;5;6;1;7;4;0;0,0331023670399306;0,00415143970312454;80,9132604394108;869
"21869";1;0;1;1;2;2;2;4;3;2;0;7;7;1;5;1;0;1;0;0;-0,00249934257479312;-0,0349162436226763;48,2986691175029;870
"21870";0;0;0;0;0;1;1;2;2;2;0;3;9;5;6;1;3;4;1;0;0,0186387407778423;-0,0224440372798227;67,6631872076541;871
"21871";2;0;4;4;6;9;0;4;4;1;3;1;1;1;0;0;0;0;0;0;-0,0253509228001246;-0,0131403876979114;27,36442303285;872
"21872";0;0;0;1;3;4;0;2;8;2;0;3;8;4;3;1;0;1;0;0;-0,00574463983116786;-0,0340555097675025;45,3256645938382;873
"21873";0;0;0;0;0;0;0;0;0;0;1;1;3;0;5;7;6;6;11;0;0,0527008210620078;0,0636039139187356;98,8673299318179;874
"21874";0;0;0;0;1;0;0;1;4;3;0;5;7;5;2;3;1;7;1;0;0,0212954815418453;-0,0186591094603891;70,0970173580572;875
"21875";0;0;3;2;3;3;1;1;3;6;0;5;4;6;2;0;0;1;0;0;-0,00888377080564866;-0,0325199657775345;42,449918598868;876
"21876";0;0;0;1;1;0;0;0;2;2;1;7;5;5;6;7;0;2;1;0;0,0243891487204403;-0,0136277258377204;72,9311141418293;877
"21877";0;0;0;0;0;1;0;0;0;0;0;3;4;0;10;2;5;8;7;0;0,0411960850357104;0,0254378705675986;88,3278848370537;878
"21878";0;2;4;2;1;1;1;5;8;4;0;4;3;2;2;1;0;0;0;0;-0,0116361323156571;-0,030604847008978;39,9284906452522;879
"21879";3;0;4;4;2;13;1;3;2;2;1;2;1;1;0;1;0;0;0;0;-0,027663863666943;-0,00889478962420521;25,245546665974;880
"21880";0;0;2;0;2;3;3;6;5;3;1;4;5;1;2;1;2;0;0;0;-0,00673993987296763;-0,0336434892545663;44,4138739956543;881
"21881";7;0;5;7;4;4;1;3;4;4;0;1;0;0;0;0;0;0;0;0;-0,0295951743676142;-0,00506219295332846;23,4762802487239;882
"21882";1;1;0;2;0;7;1;8;4;1;3;3;1;3;1;2;0;1;1;0;-0,0109479186093296;-0,0311335399196323;40,5589606147259;883
"21883";2;0;7;4;9;4;0;5;4;3;0;1;1;0;0;0;0;0;0;0;-0,0349479149490403;0,00692765483855163;18,5726548777893;884
"21884";2;1;3;4;2;6;2;6;5;1;3;2;0;1;2;0;0;0;0;0;-0,0242273903381134;-0,0150673000873277;28,3936868654564;885
"21885";2;0;8;7;7;2;1;2;4;0;1;3;1;0;1;0;0;0;1;0;-0,0309700006023192;-0,0021744829267323;22,2168071428314;886
"21886";1;0;3;3;2;4;1;3;4;2;2;4;4;3;1;2;0;1;0;0;-0,00539705879037731;-0,0341830246965607;45,6440822687;887
"21887";0;0;0;0;0;1;2;1;5;7;0;3;5;4;4;2;1;4;1;0;0,0109245724334955;-0,0306278883207022;60,5962668079883;888
"21888";0;0;0;0;0;0;1;0;0;0;0;3;4;0;9;10;6;5;2;0;0,0372606467884821;0,0145136922792401;84,7226447658613;889
"21889";1;0;0;4;1;8;1;5;4;6;1;3;1;1;3;1;0;0;0;0;-0,0147611051155611;-0,0277862468868343;37,0657149003819;890
"21890";3;0;5;8;9;4;0;2;4;0;1;3;1;0;0;0;0;0;0;0;-0,0267938061378112;-0,0105358871288245;26,0426030727103;891
"21891";8;0;9;5;5;8;1;1;0;1;0;1;1;0;0;0;0;0;0;0;-0,0455208232032447;0,0365164258398509;8,886853675358;892
"21892";0;0;0;0;0;0;1;1;1;2;1;9;4;0;4;7;3;5;2;0;0,0312579476664049;-5,64348212865659e-05;79,223594837822;893
"21893";0;0;1;0;2;2;0;8;6;3;1;4;1;5;2;3;0;1;0;1;-0,00230032583890265;-0,034944984395676;48,4809875953943;894
"21894";0;0;0;0;2;0;1;2;1;6;0;6;0;3;7;3;3;2;4;0;0,0197983734741643;-0,0208528601040701;68,7255223281682;895
"21895";0;0;1;2;1;3;1;4;9;3;2;4;3;1;5;1;0;0;0;0;-0,00804753841486917;-0,032996565977596;43,2159879244864;896
"21896";0;0;1;0;1;1;2;1;3;2;1;7;7;5;5;3;0;0;1;0;0,0108941853546039;-0,0306518710609165;60,5684293201193;897
"21897";2;1;6;6;2;4;1;4;2;4;1;4;2;0;0;1;0;0;0;0;-0,0215685941699329;-0,0192745288901571;30,8293999638408;898
"21898";0;0;0;0;0;1;2;2;4;1;1;1;7;5;4;7;0;1;3;1;0,0151323361037017;-0,0266814404886195;64,450983167626;899
"21899";0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;8;7;11;9;0;0,047382728166921;0,0448075404685559;93,9954451750964;900
"21900";0;0;0;0;0;0;0;0;0;0;0;2;2;4;5;6;2;9;10;0;0,0425283326701182;0,029382142650987;89,548351848498;901
"21901";7;1;9;6;2;5;1;4;0;2;0;2;1;0;0;0;0;0;0;0;-0,0347334436435749;0,00640859715444797;18,7691312283278;902
"21902";2;3;3;1;2;7;5;2;4;4;0;4;2;1;0;0;0;0;0;0;-0,0219201250371558;-0,0187467219693817;30,507363867946;903
"21903";0;0;0;0;0;0;0;1;0;0;1;1;4;1;5;7;6;9;5;0;0,0387551674288422;0,0185342988010246;86,0917694633827;904
"21904";0;0;0;0;0;0;0;0;0;0;1;2;3;1;2;8;7;9;7;0;0,0430277745108064;0,0308928854369596;90,0058886269107;905
"21905";9;0;9;7;3;1;0;4;4;2;0;1;0;0;0;0;0;0;0;0;-0,0403355437747312;0,0210252999114454;13,6370685184374;906
"21906";0;0;0;0;0;0;0;0;0;1;1;1;1;4;5;10;2;11;4;0;0,0423607759294235;0,0288792266302659;89,3948537530378;907
"21907";6;0;9;9;8;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;-0,0504394419984594;0,0529540539355915;4,38092562835664;908
"21908";3;0;8;2;6;7;0;6;1;3;1;2;1;0;0;0;0;0;0;0;-0,0409278647635414;0,0226994475428358;13,0944455042481;909
"21909";0;0;1;1;3;4;2;7;7;6;0;4;2;0;1;0;2;0;0;0;-0,00885839620162233;-0,0325351494017179;42,4731641774997;910
"21910";3;3;2;7;2;4;2;6;6;1;1;1;0;0;0;0;2;0;0;0;-0,0351801597872319;0,00749336654696749;18,359896261245;911
"21911";0;1;1;1;2;5;0;4;4;6;1;7;2;3;1;0;1;0;1;0;-0,00962084992146277;-0,0320592012392168;41,7746832128614;912
"21912";3;1;1;2;4;4;4;4;5;1;0;3;3;4;1;0;0;0;0;0;-0,0143619222521672;-0,0281844590966965;37,4314048094675;913
"21913";0;0;0;0;0;1;0;0;1;0;2;4;3;3;5;3;4;7;7;0;0,0352618053657265;0,00938126714077134;82,8915137099102;914
"21914";0;0;3;3;5;2;0;6;5;5;0;1;5;2;1;1;1;0;0;0;-0,00541862614905549;-0,0341753590366015;45,6243244931102;915
"21915";3;0;6;9;5;5;0;4;3;4;0;1;0;0;0;0;0;0;0;0;-0,0363592240487552;0,010423747197672;17,2797599574551;916
"21916";1;1;9;2;0;6;4;7;3;1;2;2;1;1;0;0;0;0;0;0;-0,0321883421910237;0,000495360257002395;21,1006890283898;917
"21917";0;0;0;0;0;0;0;4;3;1;0;5;4;3;4;6;2;6;1;1;0,0222448827248363;-0,0171864571100895;70,9667601855472;918
"21918";6;1;3;9;2;3;2;5;5;3;0;0;1;0;0;0;0;0;0;0;-0,0383990287374115;0,0157236652856264;15,4111026087776;919
"21919";0;0;0;1;0;1;1;3;3;10;0;6;4;2;5;2;0;2;0;0;0,00914610725716131;-0,0319224804831717;58,967021596618;920
